250 250 20 10 200 10 0.005 0.01
54752	54879	55006	55133	55260	55387	55514	55641	55768	55895	56022	56149	56276	56403	56530	56657	56784	56911	57038	57165	57292	57419	57546	57673	57800	57927	58054	58181	58308	58435	58562	58689	58816	58943	59070	59197	59324	59451	59578	59705	59832	59959	60086	60213	60340	60467	60594	60721	60848	60975	61102	61229	61356	61483	61610	61737	61864	61991	62118	62245	62372	62499	1	128	255	382	509	636	763	890	1017	1144	1271	1398	1525	1652	1779	1906	2033	2160	2287	2414	2541	2668	2795	2922	3049	3176	3303	3430	3557	3684	3811	3938	4065	4192	4319	4446	4573	4700	4827	4954	5081	5208	5335	5462	5589	5716	5843	5970	6097	6224	6351	6478	6605	6732	6859	6986	7113	7240	7367	7494	7621	7748	7875	39127	39254	39381	39508	39635	39762	39889	40016	40143	40270	40397	40524	40651	40778	40905	41032	41159	41286	41413	41540	41667	41794	41921	42048	42175	42302	42429	42556	42683	42810	42937	43064	43191	43318	43445	43572	43699	43826	43953	44080	44207	44334	44461	44588	44715	44842	44969	45096	45223	45350	45477	45604	45731	45858	45985	46112	46239	46366	46493	46620	46747	46874	31251	31378	15880	16007	16134	16261	16388	16515	16642	16769	16896	17023	17150	17277	17404	17531	17658	17785	17912	18039	18166	18293	18420	18547	18674	18801	18928	19055	19182	19309	19436	19563	19690	19817	19944	20071	20198	20325	20452	20579	20706	20833	20960	21087	21214	21341	21468	21595	21722	21849	21976	22103	22230	22357	22484	22611	22738	22865	22992	23119	23246	23373	23500
54878	55005	55132	55259	55386	55513	55640	55767	55894	56021	56148	56275	56402	56529	56656	56783	56910	57037	57164	57291	57418	57545	57672	57799	57926	58053	58180	58307	58434	58561	58688	58815	58942	59069	59196	59323	59450	59577	59704	59831	59958	60085	60212	60339	60466	60593	60720	60847	60974	61101	61228	61355	61482	61609	61736	61863	61990	62117	62244	62371	62498	47000	127	254	381	508	635	762	889	1016	1143	1270	1397	1524	1651	1778	1905	2032	2159	2286	2413	2540	2667	2794	2921	3048	3175	3302	3429	3556	3683	3810	3937	4064	4191	4318	4445	4572	4699	4826	4953	5080	5207	5334	5461	5588	5715	5842	5969	6096	6223	6350	6477	6604	6731	6858	6985	7112	7239	7366	7493	7620	7747	7874	7876	39253	39380	39507	39634	39761	39888	40015	40142	40269	40396	40523	40650	40777	40904	41031	41158	41285	41412	41539	41666	41793	41920	42047	42174	42301	42428	42555	42682	42809	42936	43063	43190	43317	43444	43571	43698	43825	43952	44079	44206	44333	44460	44587	44714	44841	44968	45095	45222	45349	45476	45603	45730	45857	45984	46111	46238	46365	46492	46619	46746	46873	31375	31377	31504	16006	16133	16260	16387	16514	16641	16768	16895	17022	17149	17276	17403	17530	17657	17784	17911	18038	18165	18292	18419	18546	18673	18800	18927	19054	19181	19308	19435	19562	19689	19816	19943	20070	20197	20324	20451	20578	20705	20832	20959	21086	21213	21340	21467	21594	21721	21848	21975	22102	22229	22356	22483	22610	22737	22864	22991	23118	23245	23372	23499	23501
55004	55131	55258	55385	55512	55639	55766	55893	56020	56147	56274	56401	56528	56655	56782	56909	57036	57163	57290	57417	57544	57671	57798	57925	58052	58179	58306	58433	58560	58687	58814	58941	59068	59195	59322	59449	59576	59703	59830	59957	60084	60211	60338	60465	60592	60719	60846	60973	61100	61227	61354	61481	61608	61735	61862	61989	62116	62243	62370	62497	46999	47001	253	380	507	634	761	888	1015	1142	1269	1396	1523	1650	1777	1904	2031	2158	2285	2412	2539	2666	2793	2920	3047	3174	3301	3428	3555	3682	3809	3936	4063	4190	4317	4444	4571	4698	4825	4952	5079	5206	5333	5460	5587	5714	5841	5968	6095	6222	6349	6476	6603	6730	6857	6984	7111	7238	7365	7492	7619	7746	7873	8000	8002	39379	39506	39633	39760	39887	40014	40141	40268	40395	40522	40649	40776	40903	41030	41157	41284	41411	41538	41665	41792	41919	42046	42173	42300	42427	42554	42681	42808	42935	43062	43189	43316	43443	43570	43697	43824	43951	44078	44205	44332	44459	44586	44713	44840	44967	45094	45221	45348	45475	45602	45729	45856	45983	46110	46237	46364	46491	46618	46745	46872	31374	31376	31503	31630	16132	16259	16386	16513	16640	16767	16894	17021	17148	17275	17402	17529	17656	17783	17910	18037	18164	18291	18418	18545	18672	18799	18926	19053	19180	19307	19434	19561	19688	19815	19942	20069	20196	20323	20450	20577	20704	20831	20958	21085	21212	21339	21466	21593	21720	21847	21974	22101	22228	22355	22482	22609	22736	22863	22990	23117	23244	23371	23498	23625	23627
55130	55257	55384	55511	55638	55765	55892	56019	56146	56273	56400	56527	56654	56781	56908	57035	57162	57289	57416	57543	57670	57797	57924	58051	58178	58305	58432	58559	58686	58813	58940	59067	59194	59321	59448	59575	59702	59829	59956	60083	60210	60337	60464	60591	60718	60845	60972	61099	61226	61353	61480	61607	61734	61861	61988	62115	62242	62369	62496	46998	47125	47127	379	506	633	760	887	1014	1141	1268	1395	1522	1649	1776	1903	2030	2157	2284	2411	2538	2665	2792	2919	3046	3173	3300	3427	3554	3681	3808	3935	4062	4189	4316	4443	4570	4697	4824	4951	5078	5205	5332	5459	5586	5713	5840	5967	6094	6221	6348	6475	6602	6729	6856	6983	7110	7237	7364	7491	7618	7745	7872	7999	8001	8128	39505	39632	39759	39886	40013	40140	40267	40394	40521	40648	40775	40902	41029	41156	41283	41410	41537	41664	41791	41918	42045	42172	42299	42426	42553	42680	42807	42934	43061	43188	43315	43442	43569	43696	43823	43950	44077	44204	44331	44458	44585	44712	44839	44966	45093	45220	45347	45474	45601	45728	45855	45982	46109	46236	46363	46490	46617	46744	46871	31373	31500	31502	31629	31756	16258	16385	16512	16639	16766	16893	17020	17147	17274	17401	17528	17655	17782	17909	18036	18163	18290	18417	18544	18671	18798	18925	19052	19179	19306	19433	19560	19687	19814	19941	20068	20195	20322	20449	20576	20703	20830	20957	21084	21211	21338	21465	21592	21719	21846	21973	22100	22227	22354	22481	22608	22735	22862	22989	23116	23243	23370	23497	23624	23626	23753
55256	55383	55510	55637	55764	55891	56018	56145	56272	56399	56526	56653	56780	56907	57034	57161	57288	57415	57542	57669	57796	57923	58050	58177	58304	58431	58558	58685	58812	58939	59066	59193	59320	59447	59574	59701	59828	59955	60082	60209	60336	60463	60590	60717	60844	60971	61098	61225	61352	61479	61606	61733	61860	61987	62114	62241	62368	62495	46997	47124	47126	47253	505	632	759	886	1013	1140	1267	1394	1521	1648	1775	1902	2029	2156	2283	2410	2537	2664	2791	2918	3045	3172	3299	3426	3553	3680	3807	3934	4061	4188	4315	4442	4569	4696	4823	4950	5077	5204	5331	5458	5585	5712	5839	5966	6093	6220	6347	6474	6601	6728	6855	6982	7109	7236	7363	7490	7617	7744	7871	7998	8125	8127	8254	39631	39758	39885	40012	40139	40266	40393	40520	40647	40774	40901	41028	41155	41282	41409	41536	41663	41790	41917	42044	42171	42298	42425	42552	42679	42806	42933	43060	43187	43314	43441	43568	43695	43822	43949	44076	44203	44330	44457	44584	44711	44838	44965	45092	45219	45346	45473	45600	45727	45854	45981	46108	46235	46362	46489	46616	46743	46870	31372	31499	31501	31628	31755	31882	16384	16511	16638	16765	16892	17019	17146	17273	17400	17527	17654	17781	17908	18035	18162	18289	18416	18543	18670	18797	18924	19051	19178	19305	19432	19559	19686	19813	19940	20067	20194	20321	20448	20575	20702	20829	20956	21083	21210	21337	21464	21591	21718	21845	21972	22099	22226	22353	22480	22607	22734	22861	22988	23115	23242	23369	23496	23623	23750	23752	23879
55382	55509	55636	55763	55890	56017	56144	56271	56398	56525	56652	56779	56906	57033	57160	57287	57414	57541	57668	57795	57922	58049	58176	58303	58430	58557	58684	58811	58938	59065	59192	59319	59446	59573	59700	59827	59954	60081	60208	60335	60462	60589	60716	60843	60970	61097	61224	61351	61478	61605	61732	61859	61986	62113	62240	62367	62494	46996	47123	47250	47252	47379	631	758	885	1012	1139	1266	1393	1520	1647	1774	1901	2028	2155	2282	2409	2536	2663	2790	2917	3044	3171	3298	3425	3552	3679	3806	3933	4060	4187	4314	4441	4568	4695	4822	4949	5076	5203	5330	5457	5584	5711	5838	5965	6092	6219	6346	6473	6600	6727	6854	6981	7108	7235	7362	7489	7616	7743	7870	7997	8124	8126	8253	8380	39757	39884	40011	40138	40265	40392	40519	40646	40773	40900	41027	41154	41281	41408	41535	41662	41789	41916	42043	42170	42297	42424	42551	42678	42805	42932	43059	43186	43313	43440	43567	43694	43821	43948	44075	44202	44329	44456	44583	44710	44837	44964	45091	45218	45345	45472	45599	45726	45853	45980	46107	46234	46361	46488	46615	46742	46869	31371	31498	31625	31627	31754	31881	32008	16510	16637	16764	16891	17018	17145	17272	17399	17526	17653	17780	17907	18034	18161	18288	18415	18542	18669	18796	18923	19050	19177	19304	19431	19558	19685	19812	19939	20066	20193	20320	20447	20574	20701	20828	20955	21082	21209	21336	21463	21590	21717	21844	21971	22098	22225	22352	22479	22606	22733	22860	22987	23114	23241	23368	23495	23622	23749	23751	23878	24005
55508	55635	55762	55889	56016	56143	56270	56397	56524	56651	56778	56905	57032	57159	57286	57413	57540	57667	57794	57921	58048	58175	58302	58429	58556	58683	58810	58937	59064	59191	59318	59445	59572	59699	59826	59953	60080	60207	60334	60461	60588	60715	60842	60969	61096	61223	61350	61477	61604	61731	61858	61985	62112	62239	62366	62493	46995	47122	47249	47251	47378	47505	757	884	1011	1138	1265	1392	1519	1646	1773	1900	2027	2154	2281	2408	2535	2662	2789	2916	3043	3170	3297	3424	3551	3678	3805	3932	4059	4186	4313	4440	4567	4694	4821	4948	5075	5202	5329	5456	5583	5710	5837	5964	6091	6218	6345	6472	6599	6726	6853	6980	7107	7234	7361	7488	7615	7742	7869	7996	8123	8250	8252	8379	8506	39883	40010	40137	40264	40391	40518	40645	40772	40899	41026	41153	41280	41407	41534	41661	41788	41915	42042	42169	42296	42423	42550	42677	42804	42931	43058	43185	43312	43439	43566	43693	43820	43947	44074	44201	44328	44455	44582	44709	44836	44963	45090	45217	45344	45471	45598	45725	45852	45979	46106	46233	46360	46487	46614	46741	46868	31370	31497	31624	31626	31753	31880	32007	32134	16636	16763	16890	17017	17144	17271	17398	17525	17652	17779	17906	18033	18160	18287	18414	18541	18668	18795	18922	19049	19176	19303	19430	19557	19684	19811	19938	20065	20192	20319	20446	20573	20700	20827	20954	21081	21208	21335	21462	21589	21716	21843	21970	22097	22224	22351	22478	22605	22732	22859	22986	23113	23240	23367	23494	23621	23748	23875	23877	24004	24131
55634	55761	55888	56015	56142	56269	56396	56523	56650	56777	56904	57031	57158	57285	57412	57539	57666	57793	57920	58047	58174	58301	58428	58555	58682	58809	58936	59063	59190	59317	59444	59571	59698	59825	59952	60079	60206	60333	60460	60587	60714	60841	60968	61095	61222	61349	61476	61603	61730	61857	61984	62111	62238	62365	62492	46994	47121	47248	47375	47377	47504	47631	883	1010	1137	1264	1391	1518	1645	1772	1899	2026	2153	2280	2407	2534	2661	2788	2915	3042	3169	3296	3423	3550	3677	3804	3931	4058	4185	4312	4439	4566	4693	4820	4947	5074	5201	5328	5455	5582	5709	5836	5963	6090	6217	6344	6471	6598	6725	6852	6979	7106	7233	7360	7487	7614	7741	7868	7995	8122	8249	8251	8378	8505	8632	40009	40136	40263	40390	40517	40644	40771	40898	41025	41152	41279	41406	41533	41660	41787	41914	42041	42168	42295	42422	42549	42676	42803	42930	43057	43184	43311	43438	43565	43692	43819	43946	44073	44200	44327	44454	44581	44708	44835	44962	45089	45216	45343	45470	45597	45724	45851	45978	46105	46232	46359	46486	46613	46740	46867	31369	31496	31623	31750	31752	31879	32006	32133	32260	16762	16889	17016	17143	17270	17397	17524	17651	17778	17905	18032	18159	18286	18413	18540	18667	18794	18921	19048	19175	19302	19429	19556	19683	19810	19937	20064	20191	20318	20445	20572	20699	20826	20953	21080	21207	21334	21461	21588	21715	21842	21969	22096	22223	22350	22477	22604	22731	22858	22985	23112	23239	23366	23493	23620	23747	23874	23876	24003	24130	24257
55760	55887	56014	56141	56268	56395	56522	56649	56776	56903	57030	57157	57284	57411	57538	57665	57792	57919	58046	58173	58300	58427	58554	58681	58808	58935	59062	59189	59316	59443	59570	59697	59824	59951	60078	60205	60332	60459	60586	60713	60840	60967	61094	61221	61348	61475	61602	61729	61856	61983	62110	62237	62364	62491	46993	47120	47247	47374	47376	47503	47630	47757	1009	1136	1263	1390	1517	1644	1771	1898	2025	2152	2279	2406	2533	2660	2787	2914	3041	3168	3295	3422	3549	3676	3803	3930	4057	4184	4311	4438	4565	4692	4819	4946	5073	5200	5327	5454	5581	5708	5835	5962	6089	6216	6343	6470	6597	6724	6851	6978	7105	7232	7359	7486	7613	7740	7867	7994	8121	8248	8375	8377	8504	8631	8758	40135	40262	40389	40516	40643	40770	40897	41024	41151	41278	41405	41532	41659	41786	41913	42040	42167	42294	42421	42548	42675	42802	42929	43056	43183	43310	43437	43564	43691	43818	43945	44072	44199	44326	44453	44580	44707	44834	44961	45088	45215	45342	45469	45596	45723	45850	45977	46104	46231	46358	46485	46612	46739	46866	31368	31495	31622	31749	31751	31878	32005	32132	32259	32386	16888	17015	17142	17269	17396	17523	17650	17777	17904	18031	18158	18285	18412	18539	18666	18793	18920	19047	19174	19301	19428	19555	19682	19809	19936	20063	20190	20317	20444	20571	20698	20825	20952	21079	21206	21333	21460	21587	21714	21841	21968	22095	22222	22349	22476	22603	22730	22857	22984	23111	23238	23365	23492	23619	23746	23873	24000	24002	24129	24256	24383
55886	56013	56140	56267	56394	56521	56648	56775	56902	57029	57156	57283	57410	57537	57664	57791	57918	58045	58172	58299	58426	58553	58680	58807	58934	59061	59188	59315	59442	59569	59696	59823	59950	60077	60204	60331	60458	60585	60712	60839	60966	61093	61220	61347	61474	61601	61728	61855	61982	62109	62236	62363	62490	46992	47119	47246	47373	47500	47502	47629	47756	47883	1135	1262	1389	1516	1643	1770	1897	2024	2151	2278	2405	2532	2659	2786	2913	3040	3167	3294	3421	3548	3675	3802	3929	4056	4183	4310	4437	4564	4691	4818	4945	5072	5199	5326	5453	5580	5707	5834	5961	6088	6215	6342	6469	6596	6723	6850	6977	7104	7231	7358	7485	7612	7739	7866	7993	8120	8247	8374	8376	8503	8630	8757	8884	40261	40388	40515	40642	40769	40896	41023	41150	41277	41404	41531	41658	41785	41912	42039	42166	42293	42420	42547	42674	42801	42928	43055	43182	43309	43436	43563	43690	43817	43944	44071	44198	44325	44452	44579	44706	44833	44960	45087	45214	45341	45468	45595	45722	45849	45976	46103	46230	46357	46484	46611	46738	46865	31367	31494	31621	31748	31875	31877	32004	32131	32258	32385	32512	17014	17141	17268	17395	17522	17649	17776	17903	18030	18157	18284	18411	18538	18665	18792	18919	19046	19173	19300	19427	19554	19681	19808	19935	20062	20189	20316	20443	20570	20697	20824	20951	21078	21205	21332	21459	21586	21713	21840	21967	22094	22221	22348	22475	22602	22729	22856	22983	23110	23237	23364	23491	23618	23745	23872	23999	24001	24128	24255	24382	24509
